support,itemsets,length
0.20491803278688525,"['silence of the lambs, the (1991)', 'independence day (a.k.a. id4) (1996)']",2
0.20491803278688525,"['pretty woman (1990)', 'forrest gump (1994)']",2
0.20491803278688525,"['batman (1989)', 'pulp fiction (1994)', 'forrest gump (1994)']",3
0.20491803278688525,"['fight club (1999)', 'lord of the rings: the fellowship of the ring, the (2001)', 'matrix, the (1999)']",3
0.20491803278688525,"['truman show, the (1998)']",1
0.20491803278688525,"['star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",3
0.20491803278688525,"['fugitive, the (1993)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.20491803278688525,"['mask, the (1994)', 'jurassic park (1993)']",2
0.20491803278688525,"['jurassic park (1993)', 'dances with wolves (1990)']",2
0.20491803278688525,"['pulp fiction (1994)', 'braveheart (1995)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",4
0.20491803278688525,"['incredibles, the (2004)']",1
0.20491803278688525,"['forrest gump (1994)', 'lord of the rings: the fellowship of the ring, the (2001)', 'lord of the rings: the return of the king, the (2003)']",3
0.20491803278688525,"['fight club (1999)', 'star wars: episode iv - a new hope (1977)', 'matrix, the (1999)']",3
0.20491803278688525,"['godfather: part ii, the (1974)', 'godfather, the (1972)']",2
0.20491803278688525,"['lord of the rings: the fellowship of the ring, the (2001)', 'lord of the rings: the two towers, the (2002)', 'forrest gump (1994)']",3
0.20491803278688525,"['pulp fiction (1994)', 'apollo 13 (1995)', 'shawshank redemption, the (1994)']",3
0.20491803278688525,"['terminator 2: judgment day (1991)', 'apollo 13 (1995)']",2
0.20327868852459016,"['true lies (1994)', 'shawshank redemption, the (1994)']",2
0.20327868852459016,"['silence of the lambs, the (1991)', 'star wars: episode iv - a new hope (1977)', 'pulp fiction (1994)']",3
0.20327868852459016,"['pulp fiction (1994)', 'star wars: episode iv - a new hope (1977)', 'shawshank redemption, the (1994)']",3
0.20327868852459016,"['pulp fiction (1994)', 'star wars: episode iv - a new hope (1977)', 'forrest gump (1994)']",3
0.20327868852459016,"['fight club (1999)', 'pulp fiction (1994)', 'matrix, the (1999)', 'forrest gump (1994)']",4
0.20327868852459016,"['star wars: episode iv - a new hope (1977)', 'braveheart (1995)']",2
0.20327868852459016,"['usual suspects, the (1995)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.20327868852459016,"['raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'shawshank redemption, the (1994)']",2
0.20327868852459016,"['independence day (a.k.a. id4) (1996)', 'matrix, the (1999)']",2
0.20327868852459016,"['independence day (a.k.a. id4) (1996)', 'shawshank redemption, the (1994)']",2
0.20327868852459016,"['batman (1989)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.20327868852459016,"['star wars: episode v - the empire strikes back (1980)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'matrix, the (1999)']",3
0.20327868852459016,"['lord of the rings: the fellowship of the ring, the (2001)', 'shrek (2001)']",2
0.20327868852459016,"['pulp fiction (1994)', 'ace ventura: pet detective (1994)']",2
0.20327868852459016,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",3
0.20327868852459016,"['fargo (1996)', 'forrest gump (1994)']",2
0.20327868852459016,"['forrest gump (1994)', 'lord of the rings: the two towers, the (2002)', 'lord of the rings: the return of the king, the (2003)']",3
0.20327868852459016,"['true lies (1994)', 'terminator 2: judgment day (1991)']",2
0.20327868852459016,['blade runner (1982)'],1
0.20163934426229507,"['sixth sense, the (1999)', 'shawshank redemption, the (1994)']",2
0.20163934426229507,"['silence of the lambs, the (1991)', 'saving private ryan (1998)']",2
0.20163934426229507,"['star wars: episode vi - return of the jedi (1983)', 'back to the future (1985)']",2
0.20163934426229507,"['beautiful mind, a (2001)']",1
0.20163934426229507,"['pulp fiction (1994)', 'lion king, the (1994)']",2
0.20163934426229507,"['mask, the (1994)', 'pulp fiction (1994)']",2
0.20163934426229507,"['indiana jones and the last crusade (1989)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",2
0.20163934426229507,"['star wars: episode vi - return of the jedi (1983)', 'shawshank redemption, the (1994)']",2
0.20163934426229507,"['terminator 2: judgment day (1991)', 'star wars: episode iv - a new hope (1977)', 'star wars: episode v - the empire strikes back (1980)']",3
0.20163934426229507,"['silence of the lambs, the (1991)', 'true lies (1994)']",2
0.20163934426229507,['twister (1996)'],1
0.20163934426229507,"[""schindler's list (1993)"", 'braveheart (1995)']",2
0.20163934426229507,"['jurassic park (1993)', 'independence day (a.k.a. id4) (1996)', 'forrest gump (1994)']",3
0.20163934426229507,"['beauty and the beast (1991)', 'aladdin (1992)']",2
0.20163934426229507,"['fight club (1999)', 'memento (2000)']",2
0.20163934426229507,"['american beauty (1999)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.20163934426229507,"['star wars: episode v - the empire strikes back (1980)', 'pulp fiction (1994)', 'matrix, the (1999)']",3
0.20163934426229507,"['toy story (1995)', 'matrix, the (1999)']",2
0.20163934426229507,"['star wars: episode iv - a new hope (1977)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.2,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'forrest gump (1994)']",4
0.2,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",4
0.2,['spider-man (2002)'],1
0.2,"['speed (1994)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.2,"['star wars: episode v - the empire strikes back (1980)', 'back to the future (1985)']",2
0.2,"['batman (1989)', 'apollo 13 (1995)']",2
0.2,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'matrix, the (1999)']",4
0.2,"['saving private ryan (1998)', 'braveheart (1995)']",2
0.2,"['pulp fiction (1994)', 'terminator 2: judgment day (1991)', 'jurassic park (1993)', 'forrest gump (1994)']",4
0.2,"['silence of the lambs, the (1991)', 'terminator 2: judgment day (1991)', 'forrest gump (1994)']",3
0.2,"['star wars: episode v - the empire strikes back (1980)', 'fight club (1999)']",2
0.2,"['silence of the lambs, the (1991)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",2
0.2,"['star wars: episode vi - return of the jedi (1983)', 'pulp fiction (1994)']",2
0.2,"['toy story (1995)', 'independence day (a.k.a. id4) (1996)']",2
0.2,"['silence of the lambs, the (1991)', 'sixth sense, the (1999)']",2
0.2,"['sixth sense, the (1999)', 'pulp fiction (1994)']",2
0.2,"['silence of the lambs, the (1991)', 'star wars: episode vi - return of the jedi (1983)']",2
0.2,"['terminator 2: judgment day (1991)', 'pulp fiction (1994)', 'braveheart (1995)']",3
0.2,"['silence of the lambs, the (1991)', 'usual suspects, the (1995)', 'pulp fiction (1994)']",3
0.2,"['fight club (1999)', 'pulp fiction (1994)', 'shawshank redemption, the (1994)']",3
0.2,"['pulp fiction (1994)', 'lord of the rings: the return of the king, the (2003)']",2
0.2,['e.t. the extra-terrestrial (1982)'],1
